#,Name,Rating,Phone,Price,Categories,Address,DBA,BUILDING,STREET,BORO,ZIPCODE,OLD,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,Latitude,Longitude
,,,,,,"1st state street manhattan, ny 10004",DOS TOROS,1,STATE STREET,Manhattan,10004.0,1 STATE STREET Manhattan 10004,Mexican,7/25/23,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,13.0,A,7/25/23,12/4/23,40.7023877,-74.012948
36.0,De Mole,4.5,13477213399.0,,"Mexican, Breakfast & Brunch, Cocktail Bars","2 hope street, brooklyn, ny 11211",,,,,,,,,,,,,,,,,,
,,,,,,"200 west 55 street manhattan, , ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,0.0,A,9/14/22,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55 street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,2/16/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2/16/23,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55th street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment‚Äôs food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,0.0,A,9/14/22,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55th street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,0.0,A,9/14/22,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55th street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,0.0,A,9/14/22,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55th street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,2/16/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 ¬∞F.,Critical,10.0,A,2/16/23,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55th street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry is worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,0.0,A,9/14/22,12/4/23,40.7642841,-73.98117
,,,,,,"200 west 55th street manhattan, ny 10019",LA ESQUINA,200,WEST 55 STREET,Manhattan,10019.0,200 WEST 55 STREET Manhattan 10019,Mexican,9/14/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,0.0,A,9/14/22,12/4/23,40.7642841,-73.98117
,,,,,,"202 8th avenue manhattan, ny 10011",EL COCO,202,8 AVENUE,Manhattan,10011.0,202 8 avenue Manhattan 10011,Mexican,5/25/22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9.0,A,5/25/22,12/4/23,40.7436038,-73.999697
,,,,,,"202 8th avenue manhattan, ny 10011",EL COCO,202,8 AVENUE,Manhattan,10011.0,202 8 avenue Manhattan 10011,Mexican,6/3/23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12.0,A,6/3/23,12/4/23,40.7436038,-73.999697
,,,,,,"202 8th avenue manhattan, ny 10011",EL COCO,202,8 AVENUE,Manhattan,10011.0,202 8 avenue Manhattan 10011,Mexican,5/25/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,A,5/25/22,12/4/23,40.7436038,-73.999697
,,,,,,"202 8th avenue manhattan, ny 10011",EL COCO,202,8 AVENUE,Manhattan,10011.0,202 8 avenue Manhattan 10011,Mexican,6/3/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12.0,A,6/3/23,12/4/23,40.7436038,-73.999697
,,,,,,"202 8th avenue manhattan, ny 10011",EL COCO,202,8 AVENUE,Manhattan,10011.0,202 8 avenue Manhattan 10011,Mexican,5/25/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A,5/25/22,12/4/23,40.7436038,-73.999697
,,,,,,"2026 2nd avenue manhattan, ny 10029",CASA MAYA,2026,2 AVENUE,Manhattan,10029.0,2026 2 avenue Manhattan 10029,Mexican,4/11/23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,4/11/23,12/4/23,40.7894245,-73.943295
,,,,,,"2049 2nd avenue manhattan, ny 10029",LUPITA RESTAURANT,2049,2 AVENUE,Manhattan,10029.0,2049 2 avenue Manhattan 10029,Mexican,9/27/22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,9.0,A,9/27/22,12/4/23,40.7901681,-73.942774
,,,,,,"2049 2nd avenue manhattan, ny 10029",LUPITA RESTAURANT,2049,2 AVENUE,Manhattan,10029.0,2049 2 avenue Manhattan 10029,Mexican,9/27/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,A,9/27/22,12/4/23,40.7901681,-73.942774
,,,,,,"2061 2nd avenue manhattan, ny 10029",SOL MAYA RESTAURANT,2061,2 AVENUE,Manhattan,10029.0,2061 2 avenue Manhattan 10029,Mexican,5/4/23,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,6.0,A,5/4/23,12/4/23,40.790522,-73.942518
,,,,,,"2061 2nd avenue manhattan, ny 10029",SOL MAYA RESTAURANT,2061,2 AVENUE,Manhattan,10029.0,2061 2 avenue Manhattan 10029,Mexican,3/16/22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,3/16/22,12/4/23,40.790522,-73.942518
,,,,,,"2061 2nd avenue manhattan, ny 10029",SOL MAYA RESTAURANT,2061,2 AVENUE,Manhattan,10029.0,2061 2 avenue Manhattan 10029,Mexican,5/4/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,5/4/23,12/4/23,40.790522,-73.942518
,,,,,,"2061 2nd avenue manhattan, ny 10029",SOL MAYA RESTAURANT,2061,2 AVENUE,Manhattan,10029.0,2061 2 avenue Manhattan 10029,Mexican,3/16/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,3/16/22,12/4/23,40.790522,-73.942518
,,,,,,"207 east 117th street manhattan, ny 10035",CAZUELA MEXICANA,207,EAST 117 STREET,Manhattan,10035.0,207 east 117 STREET Manhattan 10035,Mexican,8/23/23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,26.0,B,8/23/23,12/4/23,40.7984444,-73.939083
,,,,,,"207 east 117th street manhattan, ny 10035",CAZUELA MEXICANA,207,EAST 117 STREET,Manhattan,10035.0,207 east 117 STREET Manhattan 10035,Mexican,8/23/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26.0,B,8/23/23,12/4/23,40.7984444,-73.939083
,,,,,,"207 east 117th street manhattan, ny 10035",CAZUELA MEXICANA,207,EAST 117 STREET,Manhattan,10035.0,207 east 117 STREET Manhattan 10035,Mexican,8/23/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,B,8/23/23,12/4/23,40.7984444,-73.939083
,,,,,,"207 east 117th street manhattan, ny 10035",CAZUELA MEXICANA,207,EAST 117 STREET,Manhattan,10035.0,207 east 117 STREET Manhattan 10035,Mexican,8/23/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer‚Äôs refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,26.0,B,8/23/23,12/4/23,40.7984444,-73.939083
,,,,,,"208 columbus avenue manhattan, ny 10023",EL MITOTE,208,COLUMBUS AVENUE,Manhattan,10023.0,208 COLUMBUS avenue Manhattan 10023,Mexican,4/18/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,4/18/22,12/4/23,40.7757926,-73.979987
,,,,,,"208 columbus avenue manhattan, ny 10023",EL MITOTE,208,COLUMBUS AVENUE,Manhattan,10023.0,208 COLUMBUS avenue Manhattan 10023,Mexican,4/18/22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,4/18/22,12/4/23,40.7757926,-73.979987
,,,,,,"208 columbus avenue manhattan, ny 10023",EL MITOTE,208,COLUMBUS AVENUE,Manhattan,10023.0,208 COLUMBUS avenue Manhattan 10023,Mexican,4/18/22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,4/18/22,12/4/23,40.7757926,-73.979987
,,,,,,"209 east 117th street manhattan, ny 10035",EL KALLEJON BOTANAS,209,EAST 117 STREET,Manhattan,10035.0,209 east 117 STREET Manhattan 10035,Mexican,7/5/22,Violations were cited in the following area(s).,18-11,Food Protection Certificate not available for inspection,Not Critical,13.0,A,7/5/22,12/4/23,40.7984306,-73.939051
,,,,,,"209 east 117th street manhattan, ny 10035",EL KALLEJON BOTANAS,209,EAST 117 STREET,Manhattan,10035.0,209 east 117 STREET Manhattan 10035,Mexican,7/5/22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,7/5/22,12/4/23,40.7984306,-73.939051
,,,,,,"209 east 117th street manhattan, ny 10035",EL KALLEJON BOTANAS,209,EAST 117 STREET,Manhattan,10035.0,209 east 117 STREET Manhattan 10035,Mexican,7/5/22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,7/5/22,12/4/23,40.7984306,-73.939051
,,,,,,"209 east 117th street manhattan, ny 10035",EL KALLEJON BOTANAS,209,EAST 117 STREET,Manhattan,10035.0,209 east 117 STREET Manhattan 10035,Mexican,7/5/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,7/5/22,12/4/23,40.7984306,-73.939051
,,,,,,"209 east 117th street manhattan, ny 10035",EL KALLEJON BOTANAS,209,EAST 117 STREET,Manhattan,10035.0,209 east 117 STREET Manhattan 10035,Mexican,7/5/22,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,13.0,A,7/5/22,12/4/23,40.7984306,-73.939051
96.0,tán,4.0,19173882248.0,,"Latin American, Mexican","209 east 49th street, manhattan, ny 10017",,,,,,,,,,,,,,,,,,
,,,,,,"2099 frederick douglass boulevard manhattan, ny 10026",CANTINA CAQUERIA & TEQUILIA BAR,2099,FREDERICK DOUGLASS BOULEVARD,Manhattan,,2099 FREDERICK DOUGLASS BOULEVARD Manhattan,Mexican,8/16/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27.0,B,8/16/23,12/4/23,0.0,0.0
,,,,,,"2099 frederick douglass boulevard manhattan, ny 10026",CANTINA CAQUERIA & TEQUILIA BAR,2099,FREDERICK DOUGLASS BOULEVARD,Manhattan,10026.0,2099 FREDERICK DOUGLASS BOULEVARD Manhattan 10026,Mexican,8/16/23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer‚Äôs refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,27.0,B,8/16/23,12/4/23,0.0,0.0
,,,,,,"2099 frederick douglass boulevard manhattan, ny 10026",CANTINA CAQUERIA & TEQUILIA BAR,2099,FREDERICK DOUGLASS BOULEVARD,Manhattan,10026.0,2099 FREDERICK DOUGLASS BOULEVARD Manhattan,Mexican,8/16/23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,27.0,B,8/16/23,12/4/23,0.0,0.0
,,,,,,"2099 frederick douglass boulevard manhattan, ny 10026",CANTINA CAQUERIA & TEQUILIA BAR,2099,FREDERICK DOUGLASS BOULEVARD,Manhattan,10026.0,2099 FREDERICK DOUGLASS BOULEVARD Manhattan 10026,Mexican,8/16/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,B,8/16/23,12/4/23,0.0,0.0
,,,,,,"2099 frederick douglass boulevard manhattan, ny 10026",CANTINA CAQUERIA & TEQUILIA BAR,2099,FREDERICK DOUGLASS BOULEVARD,Manhattan,,2099 FREDERICK DOUGLASS BOULEVARD Manhattan,Mexican,8/16/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,B,8/16/23,12/4/23,0.0,0.0
,,,,,,"2099 frederick douglass boulevard manhattan, ny 10026 ",CANTINA CAQUERIA & TEQUILIA BAR,2099,FREDERICK DOUGLASS BOULEVARD,Manhattan,,2099 FREDERICK DOUGLASS BOULEVARD Manhattan,Mexican,8/16/23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 ¬∞F; smoked or processed fish held above 38 ¬∞F; intact raw eggs held above 45 ¬∞F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,27.0,B,8/16/23,12/4/23,0.0,0.0
141.0,El Mexicano Restaurant & Coffee,4.0,17186762700.0,$,Mexican,"2102 east 15th street, brooklyn, ny 11229",,,,,,,,,,,,,,,,,,
,,,,,,"2109 3rd avenue manhattan, ny 10029",DELICIAS MEXICANAS,2109,3 AVENUE,Manhattan,10029.0,2109 3 avenue Manhattan 10029,Mexican,2/17/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 ¬∞F.,Critical,13.0,A,2/17/23,12/4/23,40.7975283,-73.940308
,,,,,,"2109 3rd avenue manhattan, ny 10029",DELICIAS MEXICANAS,2109,3 AVENUE,Manhattan,10029.0,2109 3 avenue Manhattan 10029,Mexican,2/17/23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2/17/23,12/4/23,40.7975283,-73.940308
